Latitude (WGS84),Longitude (WGS84),Arc length (m)
51.046567286738416,3.6929493705267915,26.0
51.04656781872609,3.692950523092446,26.1
51.04656835333685,3.6929516725996145,26.2
51.04656889056368,3.6929528190332768,26.3
51.046569430399565,3.692953962378435,26.4
51.046569972837425,3.6929551026201586,26.5
51.04657051787022,3.692956239743543,26.6
51.0465710654908,3.692957373733723,26.7
51.046571615691995,3.6929585045758793,26.8
51.046572168466646,3.692959632255237,26.9
51.046572723807486,3.692960756757049,27.0
51.0465732817073,3.6929618780666287,27.1
51.04657384215877,3.692962996169315,27.2
51.04657440515459,3.6929641110504927,27.3
51.04657497068739,3.692965222695597,27.4
51.04657553874978,3.6929663310900964,27.5
51.046576109334346,3.6929674362195075,27.6
51.046576682433596,3.692968538069381,27.7
51.04657725804008,3.692969636625323,27.8
51.04657783614626,3.692970731872971,27.9
51.04657841674458,3.6929718237980103,28.0
51.04657899982746,3.692972912386177,28.1
51.04657958538727,3.692973997623236,28.2
51.04658017341636,3.692975079495006,28.3
51.04658076390703,3.692976157987348,28.4
51.04658135685159,3.692977233086169,28.5
51.04658195224228,3.692978304777414,28.6
51.046582550071314,3.6929793730470815,28.7
51.04658315033087,3.692980437881204,28.8
51.046583753013124,3.6929814992658665,28.9
51.046584358110195,3.692982557187202,29.0
51.04658496561415,3.6929836116313774,29.1
51.04658557551709,3.6929846625846157,29.2
51.046586187810995,3.6929857100331773,29.3
51.04658680248792,3.692986753963381,29.4
51.04658741953979,3.6929877943615708,29.5
51.046588038958554,3.6929888312141594,29.6
51.046588660736106,3.692989864507593,29.7
51.04658928486434,3.6929908942283656,29.8
51.04658991133509,3.6929919203630215,29.9
51.04659054014015,3.6929929428981443,30.0
51.04659117127133,3.692993961820375,30.1
51.046591804720364,3.6929949771163977,30.2
51.046592440478975,3.6929959887729384,30.3
51.04659307853888,3.692996996776781,30.4
51.0465937188917,3.6929980011147445,30.5
51.04659436152908,3.692999001773707,30.6
51.04659500644262,3.6929999987405906,30.7
51.04659565362392,3.693000992002362,30.8
51.046596303064476,3.6930019815460438,30.9
51.04659695475583,3.6930029673587006,31.0
51.04659760868946,3.6930039494274483,31.1
51.04659826485681,3.6930049277394503,31.2
51.04659892324931,3.6930059022819286,31.3
51.04659958385836,3.6930068730421364,31.4
51.04660024667532,3.693007840007389,31.5
51.04660091169153,3.6930088031650556,31.6
51.0466015788983,3.693009762502536,31.7
51.0466022482869,3.693010718007303,31.8
51.0466029198486,3.693011669666866,31.9
51.046603593574616,3.6930126174687783,32.0
51.04660426945613,3.6930135614006625,32.1
51.04660494748431,3.6930145014501825,32.2
51.04660562765033,3.693015437605046,32.3
51.04660630994526,3.693016369853023,32.4
51.04660699436019,3.6930172981819247,32.5
51.046607680886176,3.69301822257962,32.6
51.04660836951427,3.6930191430340287,32.7
51.04660906023545,3.693020059533121,32.8
51.04660975304067,3.693020972064917,32.9
51.046610447920926,3.6930218806174904,33.0
51.04661114486707,3.693022785178966,33.1
51.04661184387007,3.693023685737526,33.2
51.046612544920734,3.6930245822813985,33.3
51.04661324800991,3.6930254747988602,33.4
51.046613953128436,3.693026363278257,33.5
51.04661466026705,3.693027247707966,33.6
51.04661536941656,3.6930281280764357,33.7
51.04661608056767,3.6930290043721565,33.8
51.04661679371108,3.6930298765836778,33.9
51.0466175088375,3.693030744699598,34.0
51.046618225937536,3.6930316087085684,34.1
51.04661894500186,3.693032468599304,34.2
51.04661966602105,3.6930333243605604,34.3
51.046620388985694,3.693034175981159,34.4
51.04662111388635,3.693035023449963,34.5
51.04662184071352,3.6930358667558956,34.6
51.046622569457725,3.6930367058879443,34.7
51.04662330010944,3.6930375408351352,34.8
51.04662403265911,3.693038371586555,34.9
51.04662476709714,3.6930391981313484,35.0
51.04662550341397,3.693040020458714,35.1
51.04662624159996,3.6930408385579025,35.2
51.04662698164546,3.693041652418217,35.3
51.046627723540794,3.693042462029028,35.4
51.04662846727629,3.6930432673797533,35.5
51.046629212842184,3.6930440684598644,35.6
51.04662996022876,3.6930448652588925,35.7
51.04663070942626,3.6930456577664255,35.8
51.04663146042488,3.6930464459721013,35.9
51.0466322132148,3.69304722986562,36.0
51.04663296778618,3.693048009436736,36.1
51.04663372412916,3.6930487846752635,36.2
51.04663448223388,3.693049555571071,36.3
51.04663524209041,3.6930503221140785,36.4
51.04663600368881,3.6930510842942694,36.5
51.046636767019145,3.693051842101685,36.6
51.04663753207143,3.6930525955264177,36.7
51.04663829883565,3.69305334455862,36.8
51.046639067301804,3.693054089188503,36.9
51.04663983745986,3.69305482940634,37.0
51.046640609299736,3.6930555652024455,37.1
51.046641382811345,3.693056296567214,37.2
51.046642157984564,3.6930570234910784,37.3
51.04664293480929,3.6930577459645413,37.4
51.046643713275365,3.693058463978164,37.5
51.04664449337259,3.6930591775225583,37.6
51.046645275090796,3.6930598865883932,37.7
51.04664605841976,3.6930605911664114,37.8
51.04664684334924,3.693061291247402,37.9
51.04664762986898,3.6930619868222103,38.0
51.046648417968704,3.6930626778817466,38.1
51.04664920763809,3.6930633644169824,38.2
51.04664999886683,3.693064046418941,38.3
51.0466507916446,3.693064723878711,38.4
51.04665158596105,3.693065396787439,38.5
51.04665238180575,3.6930660651363283,38.6
51.04665317916832,3.69306672891664,38.7
51.04665397803836,3.693067388119706,38.8
51.04665477840541,3.693068042736912,38.9
51.04665558025901,3.6930686927596903,39.0
51.04665638358867,3.6930693381795585,39.1
51.04665718838392,3.6930699789880745,39.2
51.04665799463422,3.6930706151768615,39.3
51.04665880232902,3.69307124673761,39.4
51.046659611457805,3.693071873662064,39.5
51.04666042200998,3.6930724959420216,39.6
51.046661233974945,3.6930731135693633,39.7
51.04666204734208,3.6930737265360105,39.8
51.046662862100774,3.693074334833944,39.9
51.046663678240364,3.693074938455228,40.0
51.0466644957502,3.6930755373919646,40.1
51.04666531461958,3.693076131636325,40.2
51.04666613483782,3.6930767211805464,40.3
51.04666695639419,3.6930773060169217,40.4
51.04666777927795,3.693077886137811,40.5
51.04666860347833,3.693078461535623,40.6
51.04666942898461,3.6930790322028475,40.7
51.04667025578594,3.693079598132018,40.8
51.04667108387156,3.693080159315744,40.9
51.04667191323062,3.6930807157466856,41.0
51.04667274385229,3.693081267417575,41.1
51.04667357572572,3.693081814321202,41.2
51.04667440884002,3.6930823564504096,41.3
51.04667524318432,3.6930828937981244,41.4
51.046676078747716,3.693083426357315,41.5
51.04667691551927,3.693083954121026,41.6
51.04667775348807,3.6930844770823588,41.7
51.04667859264313,3.693084995234474,41.8
51.04667943297353,3.6930855085706016,41.9
51.04668027446824,3.693086017084038,42.0
51.046681117116286,3.6930865207681296,42.1
51.04668196090665,3.693087019616292,42.2
51.04668280582832,3.693087513622012,42.3
51.04668365187024,3.693088002778829,42.4
51.04668449902134,3.693088487080351,42.5
51.04668534727056,3.693088966520249,42.6
51.046686196606814,3.693089441092253,42.7
51.04668704701901,3.6930899107901634,42.8
51.04668789849603,3.693090375607842,42.9
51.04668875102673,3.6930908355392114,43.0
51.046689604599976,3.693091290578261,43.1
51.046690459204626,3.6930917407190464,43.2
51.046691314829516,3.6930921859556807,43.3
51.04669217146342,3.6930926262823425,43.4
51.04669302909518,3.6930930616932796,43.5
51.04669388771358,3.6930934921828045,43.6
51.04669474730739,3.6930939177452826,43.7
51.04669560786537,3.693094338375161,43.8
51.0466964693763,3.6930947540669337,43.9
51.0466973318289,3.693095164815175,44.0
51.04669819521191,3.6930955706145117,44.1
51.04669905951403,3.693095971459639,44.2
51.046699924723974,3.6930963673453214,44.3
51.04670079083044,3.6930967582663805,44.4
51.04670165782209,3.693097144217712,44.5
51.04670252568761,3.6930975251942666,44.6
51.046703394415644,3.6930979011910674,44.7
51.04670426399487,3.6930982722032004,44.8
51.04670513441386,3.6930986382258166,44.9
51.04670600566131,3.6930989992541288,45.0
51.04670687772579,3.6930993552834215,45.1
51.04670775059592,3.693099706309043,45.2
51.04670862426027,3.6931000523263986,45.3
51.04670949870744,3.6931003933309716,45.4
51.04671037392601,3.693100729318305,45.5
51.046711249904526,3.6931010602840044,45.6
51.04671212663154,3.6931013862237414,45.7
51.046713004095594,3.6931017071332635,45.8
51.04671388228522,3.693102023008369,45.9
51.04671476118896,3.693102333844937,46.0
51.04671564079529,3.693102639638898,46.1
51.04671652109274,3.6931029403862565,46.2
51.04671740206981,3.6931032360830853,46.3
51.04671828371495,3.6931035267255123,46.4
51.046719166016686,3.6931038123097486,46.5
51.04672004896346,3.693104092832053,46.6
51.04672093254373,3.693104368288763,46.7
51.04672181674596,3.6931046386762754,46.8
51.04672270155859,3.6931049039910606,46.9
51.04672358697003,3.6931051642296455,47.0
51.04672447296874,3.69310541938863,47.1
51.04672535954316,3.6931056694646847,47.2
51.04672624668165,3.6931059144545304,47.3
51.04672713437265,3.6931061543549775,47.4
51.046728022604555,3.6931063891628817,47.5
51.04672891136573,3.693106618875173,47.6
51.046729800644606,3.693106843488857,47.7
51.04673069042952,3.6931070630009915,47.8
51.046731580708844,3.6931072774087066,47.9
51.04673247147097,3.693107486709199,48.0
51.046733362704245,3.6931076908997396,48.1
51.046734254397016,3.6931078899776533,48.2
51.046735146537635,3.693108083940344,48.3
51.04673603911442,3.693108272785271,48.4
51.04673693211575,3.6931084565099637,48.5
51.0467378255299,3.693108635112027,48.6
51.04673871934524,3.693108808589125,48.7
51.046739613550066,3.693108976938989,48.8
51.046740508132686,3.6931091401594176,48.9
51.04674140308142,3.6931092982482747,49.0
51.04674229838457,3.6931094512035005,49.1
51.046743194030455,3.6931095990230944,49.2
51.04674409000732,3.6931097417051206,49.3
51.0467449863035,3.6931098792477144,49.4
51.04674588290725,3.6931100116490785,49.5
51.04674677980687,3.693110138907485,49.6
51.04674767699063,3.6931102610212667,49.7
51.046748574446816,3.6931103779888286,49.8
51.04674947216368,3.6931104898086407,49.9
51.0467503701295,3.693110596479247,50.0
51.046751268332535,3.6931106979992414,50.1
51.046752166761074,3.6931107943673114,50.2
51.04675306540334,3.6931108855821857,50.3
51.046753964247586,3.693110971642675,50.4
51.046754863282096,3.693111052547658,50.5
51.04675576249509,3.6931111282960742,50.6
51.04675666187484,3.693111198886931,50.7
51.046757561409564,3.693111264319306,50.8
51.04675846108754,3.6931113245923504,50.9
51.04675936089697,3.6931113797052677,51.0
51.04676026082613,3.6931114296573417,51.1
51.04676116086322,3.6931114744479165,51.2
51.046762060996535,3.693111514076411,51.3
51.046762961214256,3.6931115485423036,51.4
51.04676386150464,3.693111577845143,51.5
51.04676476185591,3.6931116019845502,51.6
51.04676566225632,3.6931116209602064,51.7
51.04676656269408,3.6931116347718613,51.8
51.04676746315744,3.693111643419334,51.9
51.046768363634605,3.693111646902515,52.0
51.046769264113834,3.693111645221359,52.1
51.04677016458335,3.693111638375883,52.2
51.046771065031365,3.6931116263661776,52.3
51.04677196544615,3.693111609192402,52.4
51.0467728658159,3.693111586854779,52.5
51.04677376612887,3.693111559353599,52.6
51.04677466637327,3.693111526689222,52.7
51.046775566537384,3.6931114888620766,52.8
51.04677646660937,3.6931114458726526,52.9
51.04677736657754,3.693111397721517,53.0
51.04677826643008,3.6931113444092896,53.1
51.04677916615524,3.6931112859366784,53.2
51.0467800657413,3.693111222304443,53.3
51.04678096517645,3.6931111535134105,53.4
51.04678186444895,3.6931110795644835,53.5
51.04678276354708,3.693111000458627,53.6
51.04678366245904,3.693110916196877,53.7
51.04678456117311,3.693110826780329,53.8
51.046785459677544,3.693110732210158,53.9
51.04678635796059,3.6931106324875977,54.0
51.04678725601052,3.693110527613948,54.1
51.046788153815584,3.693110417590579,54.2
51.04678905136405,3.693110302418933,54.3
51.04678994864419,3.693110182100515,54.4
51.04679084564429,3.6931100566368906,54.5
51.0467917423526,3.6931099260297042,54.6
51.04679263875741,3.6931097902806638,54.7
51.046793534847026,3.6931096493915407,54.8
51.046794430609694,3.6931095033641768,54.9
51.04679532603375,3.6931093522004805,55.0
51.04679622110748,3.6931091959024247,55.1
51.04679711581917,3.6931090344720525,55.2
51.04679801015713,3.693108867911478,55.3
51.046798904109686,3.693108696222874,55.4
51.04679979766513,3.693108519408481,55.5
51.04680069081183,3.6931083374706177,55.6
51.04680158353804,3.6931081504116547,55.7
51.04680247583216,3.693107958234037,55.8
51.046803367682514,3.6931077609402805,55.9
51.04680425907741,3.69310755853296,56.0
51.046805150005234,3.6931073510147194,56.1
51.04680604045433,3.6931071383882763,56.2
51.046806930413055,3.693106920656404,56.3
51.04680781986979,3.6931066978219502,56.4
51.0468087088129,3.6931064698878244,56.5
51.04680959723078,3.693106236857008,56.6
51.04681048511179,3.693105998732546,56.7
51.04681137244436,3.693105755517551,56.8
51.04681225921687,3.6931055072151975,56.9
51.04681314541775,3.6931052538287363,57.0
51.04681403103539,3.6931049953614723,57.1
51.04681491605823,3.693104731816785,57.2
51.04681580047472,3.6931044631981225,57.3
51.046816684273274,3.6931041895089938,57.4
51.04681756744237,3.693103910752973,57.5
51.04681844997043,3.6931036269337048,57.6
51.046819331845946,3.6931033380548968,57.7
51.04682021305737,3.693103044120328,57.8
51.04682109359321,3.6931027451338334,57.9
51.046821973441936,3.6931024410993287,58.0
51.04682285259207,3.6931021320207806,58.1
51.04682373103212,3.6931018179022326,58.2
51.04682460875058,3.693101498747784,58.3
51.04682548573601,3.693101174561609,58.4
51.04682636197692,3.693100845347949,58.5
51.046827237461876,3.6931005111110977,58.6
51.046828112179426,3.69310017185543,58.7
51.04682898611815,3.6930998275853764,58.8
51.04682985926662,3.693099478305432,58.9
51.04683073161342,3.6930991240201716,59.0
51.046831603147155,3.6930987647342204,59.1
51.046832473856426,3.693098400452272,59.2
51.04683334372986,3.6930980311790886,59.3
51.04683421275609,3.6930976569194955,59.4
51.04683508092375,3.6930972776783837,59.5
51.0468359482215,3.693096893460709,59.6
51.046836814638006,3.693096504271497,59.7
51.04683768016193,3.6930961101158273,59.8
51.04683854478198,3.6930957109988536,59.9
51.04683940848685,3.693095306925796,60.0
51.04684027126525,3.693094897901932,60.1
51.04684113310589,3.6930944839326036,60.2
51.04684199399754,3.69309406502323,60.3
51.046842853928915,3.6930936411792743,60.4
51.04684371288878,3.693093212406283,60.5
51.046844570865936,3.6930927787098624,60.6
51.04684542784914,3.693092340095675,60.7
51.04684628382719,3.693091896569451,60.8
51.046847138788934,3.6930914481369954,60.9
51.04684799272316,3.6930909948041633,61.0
51.04684884561873,3.693090536576874,61.1
51.046849697464474,3.693090073461126,61.2
51.0468505482493,3.6930896054629683,61.3
51.046851397962044,3.6930891325885153,61.4
51.04685224659162,3.693088654843946,61.5
51.04685309412695,3.6930881722355076,61.6
51.04685394055694,3.693087684769511,61.7
51.046854785870515,3.693087192452315,61.8
51.04685563005666,3.693086695290362,61.9
51.04685647310431,3.693086193290149,62.0
51.04685731500246,3.693085686458237,62.1
51.04685815574014,3.693085174801249,62.2
51.04685899530629,3.6930846583258683,62.3
51.04685983369001,3.6930841370388503,62.4
51.04686067088027,3.6930836109470015,62.5
51.0468615068662,3.6930830800572054,62.6
51.04686234163683,3.6930825443763933,62.7
51.046863175181265,3.6930820039115697,62.8
51.04686400748862,3.693081458669796,62.9
51.04686483854799,3.693080908658202,63.0
51.04686566834854,3.6930803538839725,63.1
51.04686649687939,3.69307979435436,63.2
51.046867324129735,3.693079230076671,63.3
51.0468681500888,3.6930786610582893,63.4
51.04686897474572,3.693078087306643,63.5
51.04686979808976,3.693077508829237,63.6
51.046870620110155,3.693076925633629,63.7
51.046871440796146,3.6930763377274407,63.8
51.04687226013702,3.6930757451183553,63.9
51.046873078122076,3.6930751478141204,64.0
51.046873894740585,3.6930745458225367,64.1
51.04687470998193,3.6930739391514784,64.2
51.04687552383541,3.6930733278088645,64.3
51.0468763362904,3.6930727118026976,64.4
51.04687714733631,3.6930720911410213,64.5
51.0468779569625,3.6930714658319435,64.6
51.046878765158404,3.693070835883642,64.7
51.04687957191348,3.693070201304353,64.8
51.04688037721715,3.693069562102362,64.9
51.04688118105891,3.6930689182860252,65.0
51.04688198342825,3.6930682698637645,65.1
51.04688278431469,3.693067616844043,65.2
51.046883583707725,3.693066959235403,65.3
51.04688438159696,3.693066297046429,65.4
51.04688517797194,3.693065630285787,65.5
51.04688597282226,3.6930649589621876,65.6
51.04688676613752,3.6930642830844,65.7
51.046887557907354,3.693063602661262,65.8
51.04688834812145,3.693062917701667,65.9
51.046889136769465,3.693062228214564,66.0
51.04688992384104,3.6930615342089603,66.1
51.04689070932595,3.693060835693937,66.2
51.046891493213906,3.6930601326786165,66.3
51.046892275494656,3.6930594251721853,66.4
51.04689305615799,3.6930587131838912,66.5
51.0468938351937,3.693057996723041,66.6
51.04689461259161,3.693057275798996,66.7
51.04689538834155,3.69305655042118,66.8
51.04689616243336,3.693055820599071,66.9
51.04689693485698,3.693055086342211,67.0
51.046897705602255,3.693054347660196,67.1
51.04689847465916,3.6930536045626803,67.2
51.046899242017616,3.693052857059369,67.3
51.046900007667595,3.693052105160039,67.4
51.04690077159911,3.693051348874513,67.5
51.04690153380214,3.693050588212674,67.6
